小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
西沟头巷,(锦江盐市口)西沟头巷30号,12622,1990年建成 ,板楼,0.6至0.8元/平米/月,小区物业,无,2栋,104户
万年场横街5号,(成华新华公园)万年场横街5号,12247,1998年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,2栋,71户
华兴上街64号,(锦江盐市口)华兴上街64号,12215,1990年建成 ,塔楼/板楼,0.3元/平米/月,业主自筹物业,无开发商,1栋,114户
鼓楼北四街28号,(青羊草市街)鼓楼北四街28号,12364,1991年建成 ,板楼/塔板结合,0.2至0.5元/平米/月,私人承办物业,无开发商,6栋,328户
武侯祠大街254号,(武侯华西)武侯祠大街254号,12456,1994年建成 ,板楼,暂无信息,街道办事处（居委会）代管物业,无开发商,3栋,168户
玉通巷5号,(武侯玉林)玉通巷5号,12295,1997年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,5栋,294户
玉沙路84号,(锦江盐市口)玉沙路84号,12665,1989年建成 ,板楼,暂无信息,暂无信息,无,1栋,48户
洗面桥街7号,(武侯华西)洗面桥街7号,12263,1980年建成 ,板楼,0.3至1元/平米/月,私人承办物业,无开发商,14栋,696户
菊园,(武侯双楠)少陵路245号,12558,1998年建成 ,板楼,0.3至0.4元/平米/月,私人承办物业,无开发商,10栋,674户
万茂UIC,(武侯新双楠)聚龙路1251号,12647,2015年建成 ,板楼/塔板结合,5至6元/平米/月,成都盛景物业管理有限公司,成都万茂置业有限公司,1栋,905户
抚林巷8号,(金牛花牌坊)抚林巷8号,12420,1990年建成 ,板楼,0.8元/平米/月,暂无信息,铁建集团,1栋,60户
育才路27号,(金牛茶店子)育才路27号,12330,1992年建成 ,板楼,0.3元/平米/月,暂无信息, 陕西亿润经贸有限公司 ,3栋,131户
站西桥东巷1号,(金牛五块石)站西桥东巷1号,12257,1992年建成 ,板楼,0.3元/平米/月,小区物管处,无开发商,7栋,449户
玉洁西街1号,(武侯玉林)玉洁西街1号,12572,1997年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,3栋,108户
金港湾酒店,(金牛抚琴小区)二环路西三段119号,12677,1999年建成 ,板楼,0.45至4元/平米/月,业主自筹物业,无开发商,3栋,93户
德盛路3号,(青羊草市街)德盛路3号,12360,1998年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,1栋,42户
太升北路54号,(青羊草市街)太升北路54号,12608,1997年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,3栋,108户
龙爪小区北1号院,(武侯外双楠)龙爪小区北1号院,12236,1999年建成 ,板楼/塔板结合,0.5至1.6元/平米/月,私人承办物业,无开发商,9栋,612户
拐枣树街26号,(锦江盐市口)拐枣树街26号,12210,1999年建成 ,板楼,0.6元/平米/月,业主自筹物业,无开发商,2栋,70户
石笋街5号,(金牛花牌坊)石笋街5号,12307,1986年建成 ,板楼,10元/平米/月,中德行物业管理有限公司,中元地产,1栋,48户
莲花南路4号,(锦江莲花)莲花南路4号,12590,1995年建成 ,板楼,暂无信息,小区物业,物业和度娘都不知道开发商名称,2栋,173户
怡泽苑,(金牛花照壁)长久东一路1号,12559,2003年建成 ,塔楼/板楼,0.6元/平米/月,私人承办物业,无开发商,5栋,163户
龙舟路南街91号,(锦江三官堂)龙舟路南街91号,12417,1995年建成 ,板楼,暂无信息,小区物管处, 重庆汇东房地产开发有限公司,2栋,112户
万年场横街11号,(成华新华公园)万年场横街11号,12383,1990年建成 ,板楼,0.75元/平米/月,成都市鸿盛物业管理有限公司,福建福晟隆祥房地产开发有限公司,3栋,174户
芳草街4号,(高新芳草)芳草街4号,12627,1998年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,2栋,115户
吉顺苑,(高新中和)吉顺苑,12266,2002年建成 ,塔板结合,0.8元/平米/月,暂无信息,四川华宜置业股份有限公司,2栋,60户
彩虹街5号,(高新芳草)彩虹街5号,12573,1998年建成 ,板楼,0.5元/平米/月,无物业管理服务,"""浙江富园房地产开发有限公司",1栋,29户
西丽苑,(金牛一品天下)蜀汉路162号,12299,1998年建成 ,板楼,0.3至0.35元/平米/月,成都金房物业集团有限责任公司,无开发商,4栋,197户
建华南巷1号,(成华猛追湾)建华南巷1号,12592,1990年建成 ,板楼,0.8元/平米/月,小区物管处,物业和度娘都不知道开发商名称,1栋,72户
双林巷7号,(成华猛追湾)双林巷7号,12419,1995年建成 ,板楼,暂无信息,业主自筹物业,无开发商,1栋,50户
东风路15号,(锦江合江亭)东风路15号,12268,1996年建成 ,塔楼/塔板结合,1元/平米/月,暂无信息,无开发商,2栋,170户
桂王桥西街54号,(锦江盐市口)桂王桥西街54号,12588,1992年建成 ,板楼,0.8元/平米/月,私人承办物业,无开发商,4栋,218户
佳荣商务酒店,(金牛沙湾)营门口路39号附15号,12606,1999年建成 ,板楼,1元/平米/月,私人承办物业,无开发商,1栋,224户
柳堤苑,(金牛沙湾)九里堤南路110号,12449,2003年建成 ,塔楼,0.6元/平米/月,私人承办物业,中铁二局房地产集团有限公司,1栋,133户
沙河庭院,(成华李家沱)三友路229号新1号,12987,2000年建成 ,板楼,0.5至2元/平米/月,业主自筹物业,成都市武侯区桂溪房地产开发公司,2栋,130户
大院人家,(金牛茶店子)蜀汉路365号,12530,2004年建成 ,板楼,0.45至0.6元/平米/月,成都心连心物业管理有限公司,成都云翔房地产开发有限公司,2栋,110户
新鸿路301号,(成华建设路)新鸿路301号,12243,1993年建成 ,板楼,0.2至1.2元/平米/月,私人承办物业,无开发商,4栋,193户
正熙国际,(锦江盐市口)红星路三段16号,12218,2016年建成 ,板楼,暂无信息,街道办事处（居委会）代管物业,无开发商,1栋,370户
群康路51号,(青羊西南财大)群康路51号,12419,1998年建成 ,板楼,0.5元/平米/月,小区物业,无,3栋,160户
十五中街3号,(武侯川音)十五中街,12373,1992年建成 ,板楼,0.5元/平米/月,小区物管处,成都市武侯区建设开发公司,3栋,62户
新园大道26号院,(高新金融城)新园大道26号院,12218,1998年建成 ,板楼,暂无信息,暂无信息,政府安置房,18栋,1268户
临江东路30号,(武侯川音)临江东路30号,12340,2001年建成 ,板楼,0.6元/平米/月,小区物管处,无,1栋,42户
双林中横路社区,(成华新华公园)双桥路北二街159号,12438,1992年建成 ,板楼,0.6元/平米/月,私人承办物业,无开发商,16栋,1007户
铁佛新居三期,(武侯簇桥)铁佛路109号,12327,2010年建成 ,板楼,暂无信息,私人承办物业,无开发商,4栋,490户
永丰街12号,(高新衣冠庙)永丰街12号,12237,1999年建成 ,塔板结合,1.2元/平米/月,四川永祥物业服务有限公司, 嘉兴世茂新世纪置业有限公司,1栋,36户
新鸿苑,(成华猛追湾)新鸿路145号,12599,2001年建成 ,塔板结合,1元/平米/月,街道办事处（居委会）代管物业,无开发商,12栋,495户
祥和里56号,(成华猛追湾)祥和里56号,12355,1994年建成 ,塔楼/板楼,0.3元/平米/月,成都和胜物业管理有限公司,成都俊发兴业房地产开发有限责任公司,2栋,111户
经天路8号,(锦江琉璃场)经天路8号,12276,2006年建成 ,板楼,0.35元/平米/月,私人承办物业,无开发商,6栋,322户
双桥北二街,(成华新华公园)双桥北二街151号,12336,1988年建成 ,板楼/塔板结合,0.6元/平米/月,私人承办物业,石家庄双民投资有限公司,8栋,538户
皇经花园A区,(锦江琉璃场)经天中路349号,12575,2005年建成 ,塔板结合,0.3元/平米/月,私人承办物业,无开发商,8栋,383户
石人东路2号,(青羊府南新区)石人东路2号,12226,2000年建成 ,板楼,1.2元/平米/月,小区物管处,无,2栋,97户
银杏路1号,(金牛石人小区)银杏路1号,12275,1995年建成 ,板楼,0.5元/平米/月,门卫物业,无开发商,2栋,78户
文化路14号,(金牛石人小区)文化路14号,12423,1995年建成 ,板楼,暂无信息,小区物管处,暂无信息,6栋,223户
新兴苑(三友路),(成华李家沱)三友路229号,12497,2002年建成 ,板楼,0.6元/平米/月,成都中海物业管理有限公司,无开发商,3栋,120户
凤凰傲城,(新都大丰)北三环外侧大丰镇南丰大道路口,12511,2015年建成 ,板楼,1.8元/平米/月,小区物管处,无开发商,1栋,256户
草堂北路7号,(青羊草堂)草堂北路7号,12624,1994年建成 ,塔楼/板楼,0.6元/平米/月,小区物管处,无,3栋,75户
石人中巷1号,(青羊府南新区)石人中巷1号,12237,1998年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,1栋,40户
牧电路22号院,(青羊草堂)牧电路22号,12526,1997年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,3栋,168户
双林社区,(成华新华公园)双林中橫路8号,12424,1994年建成 ,板楼,暂无信息,私人承办物业,无开发商,19栋,1055户
玉林北路13号,(武侯玉林)玉林北路13号,12374,1994年建成 ,板楼,0.5至2元/平米/月,成都众信商业管理有限公司,成都复地置业,2栋,56户
天仁雅居,(金牛花牌坊)西体北路10号,12337,2003年建成 ,塔楼,1.2元/平米/月,业主自筹物业,无开发商,1栋,92户
十五中街3号,(武侯川音)十五中街,12373,1992年建成 ,板楼,0.5元/平米/月,小区物管处,成都市武侯区建设开发公司,3栋,62户
新园大道26号院,(高新金融城)新园大道26号院,12218,1998年建成 ,板楼,暂无信息,暂无信息,政府安置房,18栋,1268户
临江东路30号,(武侯川音)临江东路30号,12340,2001年建成 ,板楼,0.6元/平米/月,小区物管处,无,1栋,42户
双林中横路社区,(成华新华公园)双桥路北二街159号,12438,1992年建成 ,板楼,0.6元/平米/月,私人承办物业,无开发商,16栋,1007户
铁佛新居三期,(武侯簇桥)铁佛路109号,12327,2010年建成 ,板楼,暂无信息,私人承办物业,无开发商,4栋,490户
光荣北路71号,(金牛抚琴小区)光荣北路71号,12537,1995年建成 ,板楼,0.2元/平米/月,街道办事处（居委会）代管物业,成都市民用建筑统一建设办公室,1栋,40户
南巷子11号,(金牛花牌坊)南巷子11号,12380,暂无信息 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,16户
吉苑小区,(成华李家沱)二环路北四段3号,12331,1999年建成 ,塔楼/板楼,0.5元/平米/月,私人承办物业,无开发商,4栋,239户
大墙东街178号,(青羊太升路)大墙东街178号,12350,1999年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,4栋,90户
狮马路59号,(青羊草市街)狮马路59号,12536,1998年建成 ,板楼,0.5元/平米/月,业主自筹物业,无开发商,2栋,56户
双建路28号,(成华八里小区)双建路28号,12626,1999年建成 ,板楼,0.5元/平米/月,暂无信息,规划中,1栋,30户
昭忠祠街50号,(锦江红星路)昭忠祠街50号,12286,1987年建成 ,板楼,暂无信息,小区物管处,无开发商,1栋,56户
成华街3号,(金牛马鞍路)成华街3号,12510,2000年建成 ,板楼,0.8元/平米/月,暂无信息,未知,1栋,99户
上河居公寓,(青羊草市街)大安西滨河路3号,12481,2000年建成 ,板楼,0.3元/平米/月,业主自筹物业,无开发商,1栋,70户
外曹家巷26号,(金牛马鞍路)外曹家巷26号,12607,1999年建成 ,板楼,暂无信息,街道办事处（居委会）代管物业,无开发商,2栋,30户
国学巷60号,(武侯华西)国学巷60号,12342,1996年建成 ,板楼/塔板结合,0.5元/平米/月,业主自筹物业,无开发商,3栋,57户
玉林横街19号,(武侯玉林)玉林横街19号,12633,1996年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,2栋,120户
星辉东路19号,(金牛马鞍路)星辉东路19,12550,2000年建成 ,塔楼,暂无信息,无物业管理服务,成都置信集团,1栋,36户
观音桥30号,(锦江静居寺)观音桥30号,12637,1998年建成 ,板楼,0.6元/平米/月,私人承办物业,无开发商,5栋,333户
荣馨苑,(锦江莲花)工农院街66号,12410,2001年建成 ,板楼,1.2元/平米/月,业主自筹物业,无开发商,1栋,56户
省公路局宿舍,(武侯双楠)菊乐路12号,12384,1998年建成 ,板楼,1元/平米/月,四川锦宏家族物业管理有限公司,无开发商,5栋,174户
玉林一巷16号,(武侯玉林)玉林一巷16号,12345,1998年建成 ,板楼,1元/平米/月,小区物管处,成都置信集团,6栋,288户
东南苑,(锦江三官堂)二环路东五段222号,12250,2001年建成 ,板楼,0.5至1.89元/平米/月,业主自筹物业,无开发商,3栋,115户
龙安街10号,(武侯外双楠)龙安街10号,12676,2000年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,6栋,269户
清水苑,(武侯五大花园)万丰路196号,12502,2004年建成 ,板楼,1.2元/平米/月,私人承办物业,无开发商,3栋,506户
玉洁巷12号,(武侯玉林)玉洁巷12号,12678,1995年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,4栋,188户
磨子巷1号,(武侯棕北)磨子巷1号,12277,2000年建成 ,板楼,0.5元/平米/月,小区物管处,无开发商,1栋,72户
科华巷9号,(武侯棕北)科华巷9号,12300,1995年建成 ,板楼,1元/平米/月,私人承办物业,无开发商,1栋,60户
大石南路224号,(武侯双楠)大石南路224号,12442,1997年建成 ,板楼,2.5元/平米/月,私人承办物业,无开发商,2栋,40户
较场坝西街11号,(锦江合江亭)较场坝西街11号,12470,1992年建成 ,板楼/塔板结合,0.5至0.7元/平米/月,街道办事处（居委会）代管物业,无开发商,2栋,156户
芳草东街93号,(高新芳草)芳草东街93号,12453,1998年建成 ,板楼,0.5至1元/平米/月,私人承办物业,无开发商,3栋,210户
玉林北路7号,(武侯玉林)玉林北路7号,12449,2002年建成 ,板楼,0.8元/平米/月,私人承办物业,无开发商,1栋,39户
玉林西路13号,(高新芳草)玉林西路13号,12550,1994年建成 ,板楼,暂无信息,业主自筹物业,无开发商,1栋,36户
玉林南街6号,(武侯玉林)玉林南街6号,12545,1998年建成 ,板楼,0.5元/平米/月,私人承办物业,无开发商,2栋,73户
西和公寓,(金牛一品天下)同育街40号,12524,2000年建成 ,板楼/塔板结合,0.3至0.5元/平米/月,私人承办物业,无开发商,3栋,135户
南苑公寓,(高新衣冠庙)高升桥东路15号,12424,1998年建成 ,板楼,0.8元/平米/月,私人承办物业,无开发商,3栋,126户
彩虹街1号,(高新芳草)彩虹街1号,12619,1999年建成 ,板楼,0.3元/平米/月,小区物管处,成都金干科技有限公司,3栋,180户
玉林南路104号,(高新芳草)玉林南路104号,12435,1999年建成 ,板楼,0.6元/平米/月,私人承办物业,无开发商,2栋,93户
锦府苑,(锦江莲花)工农街院68号,12311,1995年建成 ,板楼,1元/平米/月,业主自筹物业,绿地集团成都锦江房地产开发有限公司,3栋,155户
肖家河街86号,(高新衣冠庙)肖家河街86号,12267,1996年建成 ,塔楼/板楼,0.5至1元/平米/月,私人承办物业,无开发商,3栋,232户
新源巷9号,(高新芳草)新源巷9号,12351,1999年建成 ,塔楼/塔板结合,0.6至3元/平米/月,私人承办物业,无开发商,2栋,71户
小天西巷5号,(武侯华西)小天西巷5号,12319,1998年建成 ,板楼,0.5元/平米/月,街道办事处（居委会）代管物业,无开发商,1栋,38户
双林路35号,(成华新华公园)双林路35号,12374,1996年建成 ,板楼,暂无信息,私人承办物业,无开发商,2栋,72户
